VARIABLES=X,R
ZONE T="BODY GEOMETRY IN FEET"
         0.000000      0.000000
         0.103363      0.035255
         0.135093      0.046005
         0.176498      0.059982
         0.230481      0.078117
         0.300786      0.101587
         0.392215      0.131860
         0.510889      0.170736
         0.664551      0.220372
         0.862886      0.283273
         1.117832      0.362213
         1.443823      0.460032
         1.857852      0.579268
         2.379193      0.721535
         3.028575      0.886624
         3.826536      1.071344
         4.790745      1.268296
         5.932212      1.464953
         7.250669      1.643673
         8.729975      1.783340
        10.334981      1.862931
        11.250000      1.875000
        11.250000      1.875000
        11.334375      1.875000
        11.503125      1.875000
        11.756250      1.875000
        12.093751      1.875000
        12.515625      1.875000
        13.021875      1.875000
        13.612500      1.875000
        14.287500      1.875000
        15.046876      1.875000
        15.890626      1.875000
        16.818750      1.875000
        17.831251      1.875000
        18.928125      1.875000
        20.109375      1.875000
        21.375002      1.875000
        22.725002      1.875000
        24.159378      1.875000
        25.678127      1.875000
        27.281252      1.875000
        28.968752      1.875000
        30.740625      1.875000
        32.596874      1.875000
        34.537498      1.875000
        36.562500      1.875000
        37.500000      1.875000
ZONE T="BODY GEOMETRY IN FEET"
         0.000000      0.000000
         0.103363      0.035255
         0.135093      0.046005
         0.176498      0.059982
         0.230481      0.078117
         0.300786      0.101587
         0.392215      0.131860
         0.510889      0.170736
         0.664551      0.220372
         0.862886      0.283273
         1.117832      0.362213
         1.443823      0.460032
         1.857852      0.579268
         2.379193      0.721535
         3.028575      0.886624
         3.826536      1.071344
         4.790745      1.268296
         5.932212      1.464953
         7.250669      1.643673
         8.729975      1.783340
        10.334981      1.862931
        11.250000      1.875000
        11.250000      1.875000
        11.334375      1.875000
        11.503125      1.875000
        11.756250      1.875000
        12.093751      1.875000
        12.515625      1.875000
        13.021875      1.875000
        13.612500      1.875000
        14.287500      1.875000
        15.046876      1.875000
        15.890626      1.875000
        16.818750      1.875000
        17.831251      1.875000
        18.928125      1.875000
        20.109375      1.875000
        21.375002      1.875000
        22.725002      1.875000
        24.159378      1.875000
        25.678127      1.875000
        27.281252      1.875000
        28.968752      1.875000
        30.740625      1.875000
        32.596874      1.875000
        34.537498      1.875000
        36.562500      1.875000
        37.500000      1.875000
